Date,MERCATOR
2014-01-01,19.55
2014-01-02,18.6
2014-01-03,18.3
2014-01-06,19.2
2014-01-07,20.15
2014-01-08,20.5
2014-01-09,20.1
2014-01-10,19.95
2014-01-13,19.05
2014-01-14,19.0
2014-01-15,18.6
2014-01-16,18.55
2014-01-17,17.95
2014-01-20,19.65
2014-01-21,19.25
2014-01-22,19.3
2014-01-23,19.45
2014-01-24,18.6
2014-01-27,18.0
2014-01-28,18.5
2014-01-29,18.45
2014-01-30,18.0
2014-01-31,18.4
2014-02-03,18.9
2014-02-04,18.6
2014-02-05,19.15
2014-02-06,19.05
2014-02-07,18.65
2014-02-10,18.9
2014-02-11,18.75
2014-02-12,18.2
2014-02-13,17.8
2014-02-14,18.0
2014-02-17,17.85
2014-02-18,17.75
2014-02-19,17.9
2014-02-20,17.7
2014-02-21,17.85
2014-02-24,18.05
2014-02-25,17.8
2014-02-26,17.4
2014-02-28,17.25
2014-03-03,18.2
2014-03-04,19.15
2014-03-05,19.45
2014-03-06,19.1
2014-03-07,19.0
2014-03-10,18.8
2014-03-11,18.45
2014-03-12,19.0
2014-03-13,18.95
2014-03-14,19.4
2014-03-18,19.15
2014-03-19,20.45
2014-03-20,21.1
2014-03-21,24.3
2014-03-22,24.25
2014-03-24,22.65
2014-03-25,23.3
2014-03-26,24.3
2014-03-27,24.3
2014-03-28,24.4
2014-03-31,24.5
2014-04-01,25.0
2014-04-02,26.05
2014-04-03,27.6
2014-04-04,29.0
2014-04-07,29.75
2014-04-09,34.4
2014-04-10,32.8
2014-04-11,35.4
2014-04-15,34.5
2014-04-16,31.8
2014-04-17,33.45
2014-04-21,33.2
2014-04-22,32.4
2014-04-23,32.4
2014-04-25,32.85
2014-04-28,32.0
2014-04-29,31.75
2014-04-30,30.85
2014-05-02,32.1
2014-05-05,31.35
2014-05-06,31.05
2014-05-07,30.1
2014-05-08,29.0
2014-05-09,30.5
2014-05-12,28.75
2014-05-13,28.7
2014-05-14,30.0
2014-05-15,29.25
2014-05-16,28.65
2014-05-19,32.25
2014-05-20,34.45
2014-05-21,37.3
2014-05-22,38.25
2014-05-23,38.25
2014-05-26,35.2
2014-05-27,34.4
2014-05-28,38.75
2014-05-29,36.6
2014-05-30,34.15
2014-06-02,35.3
2014-06-03,35.05
2014-06-04,36.2
2014-06-05,36.85
2014-06-06,37.6
2014-06-09,39.4
2014-06-10,39.2
2014-06-11,37.3
2014-06-12,36.75
2014-06-13,34.55
2014-06-16,34.05
2014-06-17,35.95
2014-06-18,35.75
2014-06-19,35.3
2014-06-20,35.7
2014-06-23,37.05
2014-06-24,39.3
2014-06-25,39.25
2014-06-26,38.5
2014-06-27,37.8
2014-06-30,38.45
2014-07-01,37.9
2014-07-02,37.85
2014-07-03,37.45
2014-07-04,37.7
2014-07-07,37.45
2014-07-08,34.55
2014-07-09,33.95
2014-07-10,35.1
2014-07-11,32.0
2014-07-14,31.8
2014-07-15,32.6
2014-07-16,34.1
2014-07-17,35.15
2014-07-18,34.6
2014-07-21,35.9
2014-07-22,35.9
2014-07-23,34.95
2014-07-24,34.65
2014-07-25,33.4
2014-07-28,33.25
2014-07-30,32.3
2014-07-31,33.25
2014-08-01,33.15
2014-08-04,33.05
2014-08-05,34.15
2014-08-06,34.7
2014-08-07,34.7
2014-08-08,33.25
2014-08-11,35.2
2014-08-12,34.8
2014-08-13,32.95
2014-08-14,32.15
2014-08-18,32.8
2014-08-19,33.1
2014-08-20,32.6
2014-08-21,36.6
2014-08-22,35.35
2014-08-25,34.05
2014-08-26,32.7
2014-08-27,32.3
2014-08-28,32.2
2014-09-01,32.8
2014-09-02,33.5
2014-09-03,33.25
2014-09-04,32.45
2014-09-05,32.65
2014-09-08,33.05
2014-09-09,33.7
2014-09-10,35.3
2014-09-11,34.55
2014-09-12,34.0
2014-09-15,34.25
2014-09-16,32.2
2014-09-17,32.3
2014-09-18,32.8
2014-09-19,32.45
2014-09-22,31.7
2014-09-23,32.3
2014-09-24,33.05
2014-09-25,30.2
2014-09-26,29.35
2014-09-29,30.4
2014-09-30,29.2
2014-10-01,28.65
2014-10-07,27.75
2014-10-08,27.65
2014-10-09,28.1
2014-10-10,27.15
2014-10-13,26.7
2014-10-14,27.8
2014-10-16,26.2
2014-10-17,24.8
2014-10-20,24.95
2014-10-21,24.65
2014-10-22,25.65
2014-10-23,26.1
2014-10-27,25.95
2014-10-28,26.5
2014-10-29,27.25
2014-10-30,27.35
2014-10-31,28.65
2014-11-03,28.95
2014-11-05,28.95
2014-11-07,27.85
2014-11-10,27.7
2014-11-11,27.55
2014-11-12,27.1
2014-11-13,26.55
2014-11-14,27.65
2014-11-17,29.9
2014-11-18,30.45
2014-11-19,31.2
2014-11-20,30.3
2014-11-21,29.45
2014-11-24,28.8
2014-11-25,28.1
2014-11-26,28.75
2014-11-27,27.7
2014-11-28,27.75
2014-12-01,29.5
2014-12-02,30.95
2014-12-03,30.65
2014-12-04,31.1
2014-12-05,29.85
2014-12-08,29.2
2014-12-09,27.65
2014-12-10,27.9
2014-12-11,27.1
2014-12-12,26.1
2014-12-15,25.8
2014-12-16,24.05
2014-12-17,23.5
2014-12-18,24.45
2014-12-19,24.55
2014-12-22,24.4
2014-12-23,23.65
2014-12-24,23.65
2014-12-26,24.0
2014-12-29,24.25
2014-12-30,24.25
2014-12-31,24.4
