Date,DALMIASUG
2015-01-01,22.75
2015-01-02,22.85
2015-01-05,23.5
2015-01-06,22.7
2015-01-07,22.85
2015-01-08,22.85
2015-01-09,22.6
2015-01-12,22.85
2015-01-13,21.95
2015-01-14,21.75
2015-01-15,21.75
2015-01-16,21.5
2015-01-19,21.4
2015-01-20,21.75
2015-01-21,21.8
2015-01-22,21.6
2015-01-23,21.45
2015-01-27,21.55
2015-01-28,22.7
2015-01-29,22.8
2015-01-30,22.85
2015-02-02,23.25
2015-02-03,22.95
2015-02-04,22.85
2015-02-05,22.85
2015-02-06,22.85
2015-02-09,22.35
2015-02-10,22.0
2015-02-11,22.4
2015-02-12,21.65
2015-02-13,21.5
2015-02-16,22.0
2015-02-18,22.55
2015-02-19,22.9
2015-02-20,22.55
2015-02-23,21.35
2015-02-24,21.6
2015-02-25,21.45
2015-02-26,21.4
2015-02-27,21.0
2015-02-28,20.7
2015-03-02,20.8
2015-03-03,20.85
2015-03-04,21.1
2015-03-05,20.4
2015-03-09,20.15
2015-03-10,19.6
2015-03-11,19.25
2015-03-12,19.1
2015-03-13,19.0
2015-03-16,19.35
2015-03-17,19.0
2015-03-18,18.8
2015-03-19,17.65
2015-03-20,16.35
2015-03-23,17.6
2015-03-24,17.35
2015-03-25,17.5
2015-03-26,17.05
2015-03-27,16.5
2015-03-30,17.0
2015-03-31,17.4
2015-04-01,17.15
2015-04-06,17.15
2015-04-07,17.45
2015-04-08,17.8
2015-04-09,17.8
2015-04-10,18.2
2015-04-13,18.05
2015-04-15,18.0
2015-04-16,18.25
2015-04-17,17.55
2015-04-20,18.3
2015-04-21,17.75
2015-04-22,17.75
2015-04-23,18.4
2015-04-24,18.5
2015-04-27,18.4
2015-04-28,18.55
2015-04-29,19.05
2015-04-30,18.65
2015-05-04,19.2
2015-05-05,18.9
2015-05-06,18.2
2015-05-07,17.95
2015-05-08,17.65
2015-05-11,18.45
2015-05-12,17.45
2015-05-13,17.85
2015-05-14,17.45
2015-05-15,18.05
2015-05-18,18.0
2015-05-19,18.0
2015-05-20,18.9
2015-05-21,18.6
2015-05-22,19.1
2015-05-25,19.4
2015-05-26,18.7
2015-05-27,19.45
2015-05-28,19.7
2015-05-29,19.8
2015-06-01,19.65
2015-06-02,19.05
2015-06-03,19.55
2015-06-04,20.0
2015-06-05,19.9
2015-06-08,20.3
2015-06-09,20.6
2015-06-10,20.8
2015-06-11,19.7
2015-06-12,19.75
2015-06-15,19.75
2015-06-16,20.25
2015-06-17,20.95
2015-06-18,20.85
2015-06-19,20.45
2015-06-22,20.05
2015-06-23,20.15
2015-06-24,20.7
2015-06-25,20.95
2015-06-26,21.45
2015-06-29,20.85
2015-06-30,20.55
2015-07-01,21.0
2015-07-02,20.45
2015-07-03,21.7
2015-07-06,20.9
2015-07-07,23.0
2015-07-08,22.1
2015-07-09,22.15
2015-07-10,21.65
2015-07-13,21.15
2015-07-14,21.4
2015-07-15,21.2
2015-07-16,20.65
2015-07-17,21.25
2015-07-20,21.0
2015-07-21,21.35
2015-07-22,21.1
2015-07-23,21.05
2015-07-24,21.0
2015-07-27,20.7
2015-07-28,20.75
2015-07-29,20.7
2015-07-30,21.3
2015-07-31,22.05
2015-08-03,22.0
2015-08-04,22.85
2015-08-05,24.6
2015-08-06,28.0
2015-08-07,27.55
2015-08-10,26.0
2015-08-11,25.4
2015-08-12,24.95
2015-08-13,25.1
2015-08-14,25.05
2015-08-17,25.65
2015-08-18,25.3
2015-08-19,24.8
2015-08-20,24.0
2015-08-21,24.55
2015-08-24,22.0
2015-08-25,22.45
2015-08-26,21.2
2015-08-27,22.8
2015-08-28,22.0
2015-08-31,23.0
2015-09-01,22.15
2015-09-02,23.3
2015-09-03,23.7
2015-09-04,22.45
2015-09-07,22.2
2015-09-08,22.25
2015-09-09,22.9
2015-09-10,22.2
2015-09-11,22.85
2015-09-14,22.95
2015-09-15,24.1
2015-09-16,23.25
2015-09-18,24.25
2015-09-21,25.25
2015-09-22,23.8
2015-09-23,23.9
2015-09-24,24.0
2015-09-28,24.3
2015-09-29,24.8
2015-09-30,24.6
2015-10-01,24.05
2015-10-05,25.05
2015-10-06,27.4
2015-10-07,32.25
2015-10-08,33.15
2015-10-09,33.6
2015-10-12,40.3
2015-10-13,40.85
2015-10-14,42.45
2015-10-15,44.75
2015-10-16,44.2
2015-10-19,46.6
2015-10-20,46.9
2015-10-21,46.75
2015-10-23,51.35
2015-10-26,55.15
2015-10-27,57.25
2015-10-28,58.9
2015-10-29,61.8
2015-10-30,64.85
2015-11-02,68.05
2015-11-03,71.45
2015-11-04,75.0
2015-11-05,71.25
2015-11-06,67.7
2015-11-09,67.15
2015-11-10,63.95
2015-11-11,67.1
2015-11-13,68.05
2015-11-16,71.45
2015-11-17,69.9
2015-11-18,70.05
2015-11-19,66.55
2015-11-20,65.15
2015-11-23,63.8
2015-11-24,64.8
2015-11-26,61.7
2015-11-27,63.1
2015-11-30,59.95
2015-12-01,57.15
2015-12-02,60.0
2015-12-03,62.75
2015-12-04,66.55
2015-12-07,64.35
2015-12-08,62.0
2015-12-09,58.25
2015-12-10,60.6
2015-12-11,56.65
2015-12-14,58.5
2015-12-15,62.9
2015-12-16,63.0
2015-12-17,63.0
2015-12-18,62.65
2015-12-21,64.15
2015-12-22,63.6
2015-12-23,62.95
2015-12-24,60.65
2015-12-28,60.25
2015-12-29,60.7
2015-12-30,60.6
2015-12-31,63.15
