Date,IDEA
2015-01-01,159.35
2015-01-02,159.9
2015-01-05,153.55
2015-01-06,150.5
2015-01-07,149.75
2015-01-08,152.3
2015-01-09,147.6
2015-01-12,146.1
2015-01-13,147.0
2015-01-14,148.5
2015-01-15,150.05
2015-01-16,151.8
2015-01-19,155.4
2015-01-20,157.85
2015-01-21,163.1
2015-01-22,165.9
2015-01-23,168.85
2015-01-27,170.3
2015-01-28,166.05
2015-01-29,159.45
2015-01-30,154.85
2015-02-02,154.0
2015-02-03,154.1
2015-02-04,154.1
2015-02-05,154.25
2015-02-06,155.05
2015-02-09,153.9
2015-02-10,150.8
2015-02-11,151.8
2015-02-12,153.3
2015-02-13,154.65
2015-02-16,158.05
2015-02-18,159.45
2015-02-19,152.35
2015-02-20,150.95
2015-02-23,152.5
2015-02-24,149.45
2015-02-25,152.75
2015-02-26,154.95
2015-02-27,154.75
2015-02-28,152.9
2015-03-02,153.4
2015-03-03,154.05
2015-03-04,156.4
2015-03-05,150.05
2015-03-09,149.0
2015-03-10,153.85
2015-03-11,163.9
2015-03-12,175.0
2015-03-13,182.1
2015-03-16,173.4
2015-03-17,176.55
2015-03-18,175.25
2015-03-19,175.2
2015-03-20,174.8
2015-03-23,171.4
2015-03-24,169.9
2015-03-25,173.3
2015-03-26,180.55
2015-03-27,172.3
2015-03-30,183.0
2015-03-31,184.0
2015-04-01,189.65
2015-04-06,193.55
2015-04-07,197.15
2015-04-08,192.2
2015-04-09,187.65
2015-04-10,196.05
2015-04-13,202.2
2015-04-15,198.7
2015-04-16,202.75
2015-04-17,196.95
2015-04-20,191.6
2015-04-21,185.55
2015-04-22,186.05
2015-04-23,184.55
2015-04-24,182.6
2015-04-27,185.75
2015-04-28,191.85
2015-04-29,181.55
2015-04-30,175.0
2015-05-04,178.25
2015-05-05,178.95
2015-05-06,171.9
2015-05-07,172.9
2015-05-08,170.0
2015-05-11,171.1
2015-05-12,168.15
2015-05-13,168.25
2015-05-14,172.4
2015-05-15,173.7
2015-05-18,176.85
2015-05-19,179.0
2015-05-20,175.9
2015-05-21,171.9
2015-05-22,167.5
2015-05-25,167.45
2015-05-26,166.15
2015-05-27,170.05
2015-05-28,169.2
2015-05-29,173.2
2015-06-01,172.55
2015-06-02,172.45
2015-06-03,175.2
2015-06-04,174.0
2015-06-05,178.8
2015-06-08,176.9
2015-06-09,177.35
2015-06-10,175.5
2015-06-11,167.5
2015-06-12,170.45
2015-06-15,175.55
2015-06-16,168.45
2015-06-17,170.45
2015-06-18,174.1
2015-06-19,175.5
2015-06-22,175.2
2015-06-23,174.9
2015-06-24,174.4
2015-06-25,173.5
2015-06-26,172.3
2015-06-29,170.15
2015-06-30,176.15
2015-07-01,178.9
2015-07-02,182.65
2015-07-03,181.2
2015-07-06,180.85
2015-07-07,181.0
2015-07-08,180.0
2015-07-09,179.85
2015-07-10,174.9
2015-07-13,174.95
2015-07-14,175.65
2015-07-15,176.65
2015-07-16,179.2
2015-07-17,181.4
2015-07-20,184.1
2015-07-21,182.15
2015-07-22,179.0
2015-07-23,178.0
2015-07-24,178.75
2015-07-27,171.95
2015-07-28,169.0
2015-07-29,169.95
2015-07-30,170.55
2015-07-31,173.35
2015-08-03,170.8
2015-08-04,164.1
2015-08-05,165.8
2015-08-06,168.4
2015-08-07,166.95
2015-08-10,163.9
2015-08-11,160.9
2015-08-12,161.65
2015-08-13,157.2
2015-08-14,161.25
2015-08-17,162.65
2015-08-18,159.95
2015-08-19,160.55
2015-08-20,157.05
2015-08-21,152.5
2015-08-24,147.0
2015-08-25,151.0
2015-08-26,151.55
2015-08-27,151.85
2015-08-28,153.95
2015-08-31,155.85
2015-09-01,149.4
2015-09-02,154.5
2015-09-03,149.4
2015-09-04,149.1
2015-09-07,144.9
2015-09-08,145.85
2015-09-09,149.1
2015-09-10,148.9
2015-09-11,148.9
2015-09-14,147.4
2015-09-15,144.45
2015-09-16,146.2
2015-09-18,147.25
2015-09-21,145.85
2015-09-22,143.6
2015-09-23,141.65
2015-09-24,139.25
2015-09-28,142.8
2015-09-29,139.7
2015-09-30,149.5
2015-10-01,150.0
2015-10-05,153.8
2015-10-06,158.65
2015-10-07,159.0
2015-10-08,156.9
2015-10-09,157.95
2015-10-12,157.85
2015-10-13,152.65
2015-10-14,150.85
2015-10-15,152.4
2015-10-16,150.4
2015-10-19,151.6
2015-10-20,151.55
2015-10-21,151.9
2015-10-23,140.45
2015-10-26,141.55
2015-10-27,141.0
2015-10-28,141.5
2015-10-29,141.5
2015-10-30,140.0
2015-11-02,140.6
2015-11-03,139.3
2015-11-04,141.1
2015-11-05,139.1
2015-11-06,139.3
2015-11-09,134.75
2015-11-10,130.05
2015-11-11,131.7
2015-11-13,130.05
2015-11-16,130.4
2015-11-17,130.95
2015-11-18,134.95
2015-11-19,133.4
2015-11-20,136.15
2015-11-23,139.3
2015-11-24,140.25
2015-11-26,146.85
2015-11-27,144.0
2015-11-30,141.4
2015-12-01,142.0
2015-12-02,140.1
2015-12-03,140.2
2015-12-04,138.7
2015-12-07,137.15
2015-12-08,135.4
2015-12-09,133.8
2015-12-10,134.55
2015-12-11,131.8
2015-12-14,134.9
2015-12-15,131.9
2015-12-16,134.95
2015-12-17,133.75
2015-12-18,135.0
2015-12-21,138.2
2015-12-22,139.35
2015-12-23,139.7
2015-12-24,141.2
2015-12-28,139.8
2015-12-29,140.65
2015-12-30,141.05
2015-12-31,143.65
