Date,HNGSNGBEES
2017-01-02,2200.0
2017-01-03,2095.01
2017-01-04,2200.0
2017-01-06,2229.3
2017-01-09,2249.95
2017-01-10,2162.68
2017-01-12,2210.0
2017-01-13,2256.03
2017-01-16,2187.3
2017-01-17,2205.0
2017-01-18,2211.0
2017-01-19,2240.0
2017-01-20,2215.0
2017-01-23,2250.0
2017-01-24,2205.0
2017-01-25,2220.0
2017-01-27,2210.77
2017-01-30,2265.0
2017-02-01,2255.0
2017-02-02,2200.0
2017-02-03,2191.0
2017-02-06,2250.0
2017-02-07,2310.0
2017-02-08,2294.88
2017-02-10,2235.0
2017-02-13,2303.0
2017-02-14,2250.0
2017-02-15,2230.0
2017-02-16,2300.0
2017-02-17,2300.0
2017-02-20,2300.0
2017-02-22,2338.82
2017-02-27,2344.35
2017-02-28,2300.0
2017-03-01,2274.0
2017-03-02,2275.0
2017-03-03,2280.7
2017-03-06,2253.01
2017-03-07,2350.0
2017-03-09,2309.0
2017-03-10,2364.94
2017-03-14,2411.85
2017-03-15,2400.0
2017-03-17,2320.0
2017-03-20,2382.21
2017-03-21,2410.0
2017-03-22,2280.06
2017-03-23,2281.0
2017-03-24,2290.0
2017-03-27,2289.98
2017-03-28,2250.0
2017-03-29,2251.01
2017-03-30,2270.0
2017-03-31,2292.89
2017-04-03,2317.49
2017-04-05,2273.91
2017-04-06,2530.0
2017-04-07,2330.13
2017-04-10,2370.0
2017-04-12,2346.66
2017-04-17,2375.0
2017-04-20,2319.99
2017-04-25,2350.0
2017-04-26,2319.94
2017-04-27,2255.29
2017-04-28,2280.0
2017-05-02,2275.0
2017-05-03,2275.0
2017-05-04,2302.0
2017-05-05,2245.0
2017-05-08,2319.0
2017-05-09,2313.0
2017-05-10,2360.0
2017-05-12,2344.99
2017-05-15,2276.0
2017-05-16,2299.99
2017-05-17,2323.43
2017-05-19,2330.0
2017-05-22,2330.0
2017-05-23,2202.0
2017-05-24,2270.0
2017-05-25,2350.0
2017-05-26,2350.0
2017-05-29,2380.0
2017-05-30,2385.0
2017-05-31,2373.0
2017-06-01,2470.0
2017-06-02,2397.0
2017-06-05,2400.0
2017-06-06,2401.31
2017-06-07,2490.0
2017-06-08,2484.03
2017-06-09,2450.0
2017-06-12,2490.0
2017-06-13,2489.99
2017-06-14,2400.0
2017-06-15,2508.95
2017-06-16,2372.27
2017-06-19,2370.0
2017-06-20,2351.01
2017-06-21,2318.91
2017-06-22,2525.0
2017-06-23,2375.0
2017-06-27,2399.96
2017-06-28,2365.0
2017-06-29,2405.0
2017-06-30,2268.78
2017-07-03,2319.0
2017-07-04,2320.0
2017-07-05,2400.03
2017-07-06,2400.0
2017-07-07,2399.99
2017-07-10,2427.3
2017-07-11,2399.0
2017-07-12,2427.3
2017-07-14,2419.99
2017-07-17,2499.0
2017-07-18,2415.0
2017-07-19,2499.5
2017-07-20,2497.0
2017-07-21,2493.0
2017-07-24,2510.0
2017-07-25,2507.5
2017-07-26,2508.0
2017-07-27,2414.67
2017-07-28,2510.0
2017-07-31,2665.0
2017-08-01,2550.0
2017-08-02,2600.0
2017-08-03,2598.0
2017-08-04,2515.0
2017-08-07,2605.5
2017-08-08,2572.01
2017-08-09,2560.0
2017-08-11,2501.0
2017-08-14,2520.0
2017-08-16,2575.0
2017-08-17,2546.0
2017-08-18,2600.0
2017-08-21,2684.9
2017-08-23,2680.0
2017-08-28,2640.0
2017-08-29,2570.0
2017-08-30,2593.0
2017-08-31,2597.0
2017-09-01,2750.0
2017-09-04,2593.99
2017-09-05,2600.0
2017-09-06,2620.0
2017-09-07,2540.0
2017-09-08,2505.0
2017-09-11,2477.84
2017-09-12,2622.5
2017-09-13,2609.5
2017-09-14,2623.91
2017-09-15,2596.0
2017-09-18,2615.0
2017-09-19,2620.0
2017-09-20,2650.0
2017-09-22,2698.99
2017-09-25,2605.0
2017-09-26,2605.0
2017-09-27,2635.05
2017-09-28,2700.0
2017-09-29,2697.9
2017-10-03,2650.0
2017-10-04,2852.77
2017-10-05,2800.0
2017-10-06,2801.0
2017-10-09,2804.5
2017-10-10,2704.16
2017-10-11,2799.99
2017-10-12,2799.0
2017-10-13,2798.0
2017-10-16,2800.0
2017-10-17,2715.09
2017-10-19,2755.0
2017-10-23,2778.0
2017-10-24,2750.0
2017-10-25,2710.0
2017-10-26,2720.0
2017-10-27,2750.0
2017-10-30,2713.0
2017-10-31,2713.0
2017-11-01,2793.0
2017-11-02,2789.95
2017-11-06,2799.0
2017-11-07,2775.0
2017-11-08,2795.0
2017-11-09,2745.0
2017-11-13,2720.01
2017-11-14,2801.5
2017-11-15,2849.0
2017-11-16,2750.01
2017-11-17,2870.0
2017-11-20,2875.0
2017-11-21,2809.18
2017-11-22,2831.0
2017-11-23,2898.97
2017-11-27,2950.0
2017-11-28,2950.0
2017-11-29,2925.0
2017-11-30,2850.0
2017-12-01,2885.0
2017-12-04,2875.0
2017-12-05,2900.0
2017-12-06,2895.0
2017-12-07,2969.0
2017-12-08,2875.0
2017-12-11,2875.0
2017-12-12,2900.0
2017-12-13,2850.0
2017-12-15,2855.0
2017-12-18,2842.5
2017-12-19,2838.07
2017-12-20,2900.0
2017-12-21,2905.0
2017-12-22,2803.0
2017-12-26,2812.54
2017-12-27,2900.01
2017-12-28,2854.71
2017-12-29,2932.21
